user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
AmazonCoin.io,Jungle,"👉 https://t.co/U0GNQ7fs9m Amazon DeFi, Nature DeFi 🌱🌿🌳 #amazoncoin",2017-11-15 14:44:48,1036.0,0,8,False,2021-02-10 22:55:34,"https://t.co/gJjWvcDcH7 💯
https://t.co/Ch3mVOzSJE 💯

🤑🌱👉 https://t.co/GydSZXKIno

#AmazonCoin $AMA #amazon #pay… https://t.co/2bVD3nvCQ7","['AmazonCoin', 'amazon', 'pay']",Twitter for Android,False
BitcoinAgile,Matter Doesn't Matter,"Breaking News. Bitcoin, Blockchain & Beyond. #bitcoin #blockchain #ethereum #cryptocurrency #crypto #trading #TA #charts $btc $eth",2014-01-07 23:52:46,54889.0,13381,4496,False,2021-02-10 22:54:18,#ethereum killers and layer-2 tokens rally despite 5% #bitcoin price drop #crypto #btc https://t.co/w64UGYzDOB,"['ethereum', 'bitcoin', 'crypto', 'btc']",bitcoinagile,False
Yoda,Dagobah,"FEAR is the path that leads to the dark side.
Fear leads to ANGER
Anger leads to HATE
Hate leads to SUFFERING
- YODA

#BITCOIN",2020-04-02 21:56:17,106.0,268,716,False,2021-02-10 22:53:52,"will @thetimes , because its #cryptocurrency $btc, be telling all its readers to SELL:
@Tesla
 @PayPal
 @Visa… https://t.co/l2hWvgI33K",['cryptocurrency'],Twitter Web App,False
Free Bitcoin,,"#FreeBitcoin  #Bitcoin #BTC #Bitcoinmining #ElonMusk #btcturk
#Crypto #CryptoTab 
MAKE MONEY EARN 
💱💲💱💲💰💰💸💸💳💳",2018-08-10 06:29:19,33038.0,1024,8348,False,2021-02-10 22:53:26,"@NewBoldNewYork @Manh8tan #FreeBitcoin  #Bitcoin #BTC #Bitcoinmining #ElonMusk #btcturk
#Crypto #CryptoTab By creat… https://t.co/FvWlt6YI64","['FreeBitcoin', 'Bitcoin', 'BTC', 'Bitcoinmining', 'ElonMusk', 'btcturk', 'Crypto', 'CryptoTab']",Twitter for Android,False
T:HE:JAMES. HMRH,LORD HIS EXCELLENCY JAMES HRMH,"~~THE DUKE  ARE MADE OF IRON, SILK & WOOD.~~",2010-06-25 15:15:04,30801.0,6517,4655,False,2021-02-10 22:53:23,"Bitcoin still trading at AU$ 61,139.16 this morning. #BTC #Bitcoin 
https://t.co/1XNq01CaMn

Swipe researchers and… https://t.co/Ymk6qlaKY4","['BTC', 'Bitcoin']",Twitter Web App,False
Free Bitcoin,,"#FreeBitcoin  #Bitcoin #BTC #Bitcoinmining #ElonMusk #btcturk
#Crypto #CryptoTab 
MAKE MONEY EARN 
💱💲💱💲💰💰💸💸💳💳",2018-08-10 06:29:19,33038.0,1024,8348,False,2021-02-10 22:53:19,"@jefftoodank @pokimanelol #FreeBitcoin  #Bitcoin #BTC #Bitcoinmining #ElonMusk #btcturk
#Crypto #CryptoTab By creat… https://t.co/Wca5g9JnTo","['FreeBitcoin', 'Bitcoin', 'BTC', 'Bitcoinmining', 'ElonMusk', 'btcturk', 'Crypto', 'CryptoTab']",Twitter for Android,False
Nishant Bhardwaj,"Kota, Rajasthan","Philosopher, psychologist, spiritual, writer and a full time seeker. RW until India get a better option. Tweets may be offensive but are purely organic views.",2010-07-01 06:59:21,662.0,155,915,False,2021-02-10 22:53:12,"2 hours. $SRM 🚀 

#Bitcoin #BTC #dogeto1dollar https://t.co/d0SJGBNSRW https://t.co/AdOVinwoTz","['Bitcoin', 'BTC', 'dogeto1dollar']",Twitter for iPhone,False
SeeG,Above You !,"Veni-Vidi-Tweeti / in #btc, #eth, #vet, #vtho, #ada, #sol WE TRUST!",2019-10-09 21:25:48,8.0,0,49,False,2021-02-10 22:52:32,#btc    #bitcoin    #Ethereum  #ETH #dogecoin #Cardano #ada #Solana #sol #VeChain #VET #VeThor #VTHO Cardano and Solana @ ATH !! 🥳🥳,"['btc', 'bitcoin', 'Ethereum', 'ETH', 'dogecoin', 'Cardano', 'ada', 'Solana', 'sol', 'VeChain', 'VET', 'VeThor', 'VTHO']",Twitter for iPhone,False
Cryptocurrencies / EUR,,Stay updated on the main cryptocurrencies of the market | @cryptosUSD for USD | Do you miss any coin? ➡️ DMs open,2018-08-03 21:30:08,4052.0,1,9,False,2021-02-10 22:52:31,"🔄 Prices update in $EUR (1 hour):

$BTC   - 37273.2 €  (+0.45 %)
$ETH   - 1438.6 €  (+0.93 %)
$XRP   - 0.42 €    (+… https://t.co/SESjXAgtkW",,Cryptocurrencies prices to EUR,False
timmyfredy,,Ex-professional gamer who now spends his time investing in cryptos,2020-11-24 17:36:30,98.0,667,474,False,2021-02-10 22:52:19,"In First For Commercial Bank, Blue Ridge ATMs Are Now Selling Bitcoin https://t.co/uEHThCzuiM #crypto #rich #money #btc #bitcoin","['crypto', 'rich', 'money', 'btc', 'bitcoin']",,False
Amber Twemlow (Twem)🇬🇧💂🏻👩🏼‍🎓❤️🌈😇🧜🏻‍♀️,"Point Clear, England","Twem here, Siren & anti-influencer. Tip me a Bitcoin coffee ☕️ at 3L9dzTLQRcxNpN89V6gfNrbaz95UQ5VMrZ - Princessipality of Point Clear xx",2019-02-19 00:29:07,4237.0,2942,126176,False,2021-02-10 22:52:08,"#Bitcoin #BTC current price (GBP): £32,587
Like my updates? you can tip me at 3L9dzTLQRcxNpN89V6gfNrbaz95UQ5VMrZ","['Bitcoin', 'BTC']",Twemzy,False
BeSmart 🇬🇧 🌊🌊🌊,"London, England","“Glorify the peacemaker holding the pen not the warrior holding the sword"" #BTC #Bitcoin",2011-02-08 14:37:47,1525.0,3432,30342,False,2021-02-10 22:52:06,#Mastercard Will Let Merchants Accept Payments in Crypto This Year - CoinDesk #btc #bitcoin  https://t.co/6iEJN7I4FZ,"['Mastercard', 'btc', 'bitcoin']",Twitter for iPhone,False
David Jensen,"Vancouver, British Columbia","Warned Gov. of Bank of Canada David Dodge of 2008 financial crash in 2007. 
https://t.co/EmrbaIMCOF",2017-06-06 00:17:40,6616.0,730,3932,False,2021-02-10 22:51:56,"@zerohedge -
It's okay - Tesla's new business model is #crypto promotion.

https://t.co/MUuN6DyJkX #btc $btc #bitcoin $gold $silver","['crypto', 'btc', 'bitcoin']",Twitter Web App,False
Michael Ritchie,,Just some guy,2020-08-26 02:27:44,41.0,149,3833,False,2021-02-10 22:51:25,Check out this #NFT for sale on Mintable! Pick up 'Satoshi Nakamoto Cathedral' before its swooped up!… https://t.co/BtMiLtxWeJ,['NFT'],Twitter Web App,False
BittrexPrices,,Scans Bittrex’s main currencies hourly | Also @BinancePrices @KrakenPrices | We are not @BittrexExchange | Business ➡ cryptocurrencies.prices@gmail.com,2018-05-25 20:30:07,3131.0,1,18,False,2021-02-10 22:51:15,"🔄 Prices update in $USDT (1 hour):

$BTC - 45067.76 $      (+0.41 %)
$ETH - 1740.32 $       (+0.91 %)
$XRP - 0.5 $… https://t.co/98xHEyxxZi",,Bittrex Prices,False
Free Bitcoin,,"#FreeBitcoin  #Bitcoin #BTC #Bitcoinmining #ElonMusk #btcturk
#Crypto #CryptoTab 
MAKE MONEY EARN 
💱💲💱💲💰💰💸💸💳💳",2018-08-10 06:29:19,33038.0,1024,8348,False,2021-02-10 22:50:46,"@thecryptocaddy @BinanceUS #FreeBitcoin  #Bitcoin #BTC #Bitcoinmining #ElonMusk #btcturk
#Crypto #CryptoTab By crea… https://t.co/yJsXdAQ8V2","['FreeBitcoin', 'Bitcoin', 'BTC', 'Bitcoinmining', 'ElonMusk', 'btcturk', 'Crypto', 'CryptoTab']",Twitter for Android,False
Free Bitcoin,,"#FreeBitcoin  #Bitcoin #BTC #Bitcoinmining #ElonMusk #btcturk
#Crypto #CryptoTab 
MAKE MONEY EARN 
💱💲💱💲💰💰💸💸💳💳",2018-08-10 06:29:19,33038.0,1024,8348,False,2021-02-10 22:50:37,"@Manh8tan #FreeBitcoin  #Bitcoin #BTC #Bitcoinmining #ElonMusk #btcturk
#Crypto #CryptoTab By creating your own fre… https://t.co/PaEClOwlrT","['FreeBitcoin', 'Bitcoin', 'BTC', 'Bitcoinmining', 'ElonMusk', 'btcturk', 'Crypto', 'CryptoTab']",Twitter for Android,False
Free Bitcoin,,"#FreeBitcoin  #Bitcoin #BTC #Bitcoinmining #ElonMusk #btcturk
#Crypto #CryptoTab 
MAKE MONEY EARN 
💱💲💱💲💰💰💸💸💳💳",2018-08-10 06:29:19,33038.0,1024,8348,False,2021-02-10 22:50:30,"@cryptocognitive #FreeBitcoin  #Bitcoin #BTC #Bitcoinmining #ElonMusk #btcturk
#Crypto #CryptoTab By creating your… https://t.co/agZWrO1rP8","['FreeBitcoin', 'Bitcoin', 'BTC', 'Bitcoinmining', 'ElonMusk', 'btcturk', 'Crypto', 'CryptoTab']",Twitter for Android,False
Free Bitcoin,,"#FreeBitcoin  #Bitcoin #BTC #Bitcoinmining #ElonMusk #btcturk
#Crypto #CryptoTab 
MAKE MONEY EARN 
💱💲💱💲💰💰💸💸💳💳",2018-08-10 06:29:19,33038.0,1024,8348,False,2021-02-10 22:50:23,"@Marconaut_ #FreeBitcoin  #Bitcoin #BTC #Bitcoinmining #ElonMusk #btcturk
#Crypto #CryptoTab By creating your own f… https://t.co/0Ht6KbUA3B","['FreeBitcoin', 'Bitcoin', 'BTC', 'Bitcoinmining', 'ElonMusk', 'btcturk', 'Crypto', 'CryptoTab']",Twitter for Android,False
Free Bitcoin,,"#FreeBitcoin  #Bitcoin #BTC #Bitcoinmining #ElonMusk #btcturk
#Crypto #CryptoTab 
MAKE MONEY EARN 
💱💲💱💲💰💰💸💸💳💳",2018-08-10 06:29:19,33038.0,1024,8348,False,2021-02-10 22:50:13,"@TEmigrator @PsychoOnWallst #FreeBitcoin  #Bitcoin #BTC #Bitcoinmining #ElonMusk #btcturk
#Crypto #CryptoTab By cre… https://t.co/PZiyKAUlDL","['FreeBitcoin', 'Bitcoin', 'BTC', 'Bitcoinmining', 'ElonMusk', 'btcturk', 'Crypto', 'CryptoTab']",Twitter for Android,False
Free Bitcoin,,"#FreeBitcoin  #Bitcoin #BTC #Bitcoinmining #ElonMusk #btcturk
#Crypto #CryptoTab 
MAKE MONEY EARN 
💱💲💱💲💰💰💸💸💳💳",2018-08-10 06:29:19,33038.0,1024,8348,False,2021-02-10 22:50:04,"@David_Nage #FreeBitcoin  #Bitcoin #BTC #Bitcoinmining #ElonMusk #btcturk
#Crypto #CryptoTab By creating your own f… https://t.co/QswwLnXOOd","['FreeBitcoin', 'Bitcoin', 'BTC', 'Bitcoinmining', 'ElonMusk', 'btcturk', 'Crypto', 'CryptoTab']",Twitter for Android,False
Michael Ritchie,,Just some guy,2020-08-26 02:27:44,41.0,149,3833,False,2021-02-10 22:49:19,Check out this #NFT for sale on Mintable! Pick up 'Bitcoin Riva' before its swooped up! https://t.co/Itz94Q4hqb… https://t.co/VP54KqNGT2,['NFT'],Twitter Web App,False
Rodrigo Santiago,"London, England","Brazilian Portuguese Based in London, UK.",2009-04-25 00:40:01,315.0,85,97,False,2021-02-10 22:48:43,"What will be the next company to invest in bitcoins? 

#Bitcoin
#BTC","['Bitcoin', 'BTC']",Twitter for iPhone,False
CryptoSquawk,Australia,"24x7 Crypto market real-time audio squawk for Bitcoin / BitMEX day traders. Whale trade alerts, peak volume trading, price action. Buying / selling pressure.",2017-10-05 10:13:09,1281.0,25,72,False,2021-02-10 22:48:41,"⚡ Peak $BTC volume trading across the major exchanges! Price trading around 45119
  https://t.co/iMB1mj8Cs1 👈 #Bitcoin #crypto #BTC","['Bitcoin', 'crypto', 'BTC']",CryptoSquawkBot,False
PaulCrypto.com,"Bathurst, New Brunswick, Canada",2020,2010-03-25 00:55:52,4817.0,3657,859,False,2021-02-10 22:47:01,#Tether’s #MarketCap has crossed $30 billion as large investors are buying #Bitcoin - #BTC #Cryptocurrency… https://t.co/jtLPAae9JA,"['Tether', 'MarketCap', 'Bitcoin', 'BTC', 'Cryptocurrency']",paulcrypto,False
Youssef Fedda,Australia,"love interesting startups, stocks and innovative #Blockchain projects.



INFJ-A",2021-01-13 07:16:35,2518.0,1082,191,False,2021-02-10 22:46:57,"$pols $room $idle $cvr $chs $juld $doge $btc $eth $bnb $dot $ada $link $snx $xrp $rsr
#Binance  #BTC #Bitcoin 

How… https://t.co/fM71OuUkPY","['Binance', 'BTC', 'Bitcoin']",Twitter for Android,False
Walter Hummel,,"Gerechtigkeitsanwalt
I accept #dogecoin",2020-06-09 17:12:54,157.0,571,3666,False,2021-02-10 22:44:47,"#Dogecoin Papa Elon just sent #Doge worth of 150k $ to Africa. 

#Bitcoin is the gold, $doge the currency.
Crazy Mu… https://t.co/NjRcawEZ1w","['Dogecoin', 'Doge', 'Bitcoin']",Twitter Web App,False
KD32,"Amsterdam, Nederland",#Bitcoin $XLM #Stellar $SRM $DOGE 🤑,2020-06-23 17:48:21,94.0,189,753,False,2021-02-10 22:44:16,I think today showed that alot of investors are waiting with a full bag of stablecoins to buy the dip. #BTC… https://t.co/abSsenqYyW,['BTC'],Twitter for iPhone,False
www.Bitcoiners.radio,online,"https://t.co/9rnCIJPm3b
https://t.co/6t38tJX0H9
https://t.co/AZ2ktdJUTp
https://t.co/QsSyq9U1e8
https://t.co/3etXhQyRoE
https://t.co/dyQCosWmuZ
https://t.co/Dh1HDJn65R",2020-07-06 17:04:03,175.0,281,1629,False,2021-02-10 22:43:48,"Tune in to Read_493 - Asset DNA, Explaining Bitcoin's Speculative Attack [Croesus] by Bitcoin Audible… https://t.co/o44pnaw6f7",,Integromat,False
