user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
CJK,Free Market @ Internet Economy,Tweets on #Bitcoin as reserve asset of internet economy • Make Real Estate Great Again @PeoplesReserve A Market Maker for #WeThePeople $PRN • @btcFairValue,2011-12-11 03:29:00,996,332,2722,False,2023-03-01 23:49:06,"Economists warn recession is causing thousands of people to suddenly force higher prices

🤡🌎 headlines in all industries
coming soon to finance ☝️

#Bitcoin is truth, lets start there! https://t.co/9XNgBIFZ9l",['Bitcoin'],Twitter for Android,False
Q,United Kingdom,"Saitama/SaitaRealty Holder.
MaziMatic NFT Holder, Referral Code: maziarmyLeSRBRb9uj",2013-11-15 02:58:06,3378,4710,59714,False,2023-03-01 23:49:03,"#Saitama #SaitamaWolfPack #SaitaPro
#Crypto #CryptoCurrency #SaitaWolves #ETH #Bitcoin #PaperVillage
#SaitamaToken
#BESUMMIT #SaitaRealty #SAITAMACOMMUNITY #SaitamaLLC #MetaVerse #WeAreSaitama

#UseSaitaPro #NFT #NFTs #NFTCommunity #SaitaCard

💜🐺💜WOLF🐺PACK💜🐺💜 https://t.co/N0JVkzK5UO","['Saitama', 'SaitamaWolfPack', 'SaitaPro', 'Crypto', 'CryptoCurrency', 'SaitaWolves', 'ETH', 'Bitcoin', 'PaperVillage', 'SaitamaToken', 'BESUMMIT', 'SaitaRealty', 'SAITAMACOMMUNITY', 'SaitamaLLC', 'MetaVerse', 'WeAreSaitama', 'UseSaitaPro', 'NFT', 'NFTs', 'NFTCommunity', 'SaitaCard']",Twitter for Android,False
Crypto Volume,휴  신 린,https://t.co/raykBUraVr,2023-02-07 23:56:35,0,0,0,False,2023-03-01 23:49:00,HookedProtocol HookedWallet🚨target price: 50$ #Bitcoin #bnb #Gold #Hooked #HookedProtocol #Ethereum #ETH #TRX #WorldCup,"['Bitcoin', 'bnb', 'Gold', 'Hooked', 'HookedProtocol', 'Ethereum', 'ETH', 'TRX', 'WorldCup']",Twitter Web App,False
Q,United Kingdom,"Saitama/SaitaRealty Holder.
MaziMatic NFT Holder, Referral Code: maziarmyLeSRBRb9uj",2013-11-15 02:58:06,3378,4710,59714,False,2023-03-01 23:48:43,"#Saitama #SaitamaWolfPack #SaitaPro
#Crypto #CryptoCurrency #SaitaWolves #ETH #Bitcoin #PaperVillage
#SaitamaToken
#BESUMMIT #SaitaRealty #SAITAMACOMMUNITY #SaitamaLLC #MetaVerse #WeAreSaitama

#UseSaitaPro #NFT #NFTs #NFTCommunity #SaitaCard

💜🐺💜WOLF🐺PACK💜🐺💜 https://t.co/fMN0flRmDK","['Saitama', 'SaitamaWolfPack', 'SaitaPro', 'Crypto', 'CryptoCurrency', 'SaitaWolves', 'ETH', 'Bitcoin', 'PaperVillage', 'SaitamaToken', 'BESUMMIT', 'SaitaRealty', 'SAITAMACOMMUNITY', 'SaitamaLLC', 'MetaVerse', 'WeAreSaitama', 'UseSaitaPro', 'NFT', 'NFTs', 'NFTCommunity', 'SaitaCard']",Twitter for Android,False
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,2022-07-11 05:24:30,492,5,0,False,2023-03-01 23:48:35,"#BinanceCoin price update: $BNB

#BNB $302.81 USD

#Bitcoin 0.0128 BTC

#Ethereum 0.18189 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,False
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",2022-07-24 04:50:18,576,1,0,False,2023-03-01 23:48:35,"#Ethereum price update: 

#ETH $1664.76 USD
#Bitcoin 0.07037484977136502 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False
jihadoScope,,Monitoring jihadist activity across the web and social media. Tweets in English and French. Open DM.,2017-05-02 13:32:14,10594,292,452,False,2023-03-01 23:48:14,"""Be the owner of an arrow for Jihad during the month of victories."" Al Qaeda linked group solicits #Bitcoin  donations for weapons and armed jihad with emphasis on the upcoming month of Ramadan. #Terrorism","['Bitcoin', 'Terrorism']",Twitter Web App,False
Satoshigallery,"London, England",Bitcoin culture and art since 2012 🍊💊🎨,2016-02-14 16:37:58,4733,403,11003,False,2023-03-01 23:48:06,"Peace and love from the country of freedom!

El Salvador 🇸🇻 is promoting a peaceful revolution. President @nayibbukele embraces all the values we believe in: dios, union, libertad, #bitcoin.

Is incredible what a good President can achieve in such a short period of time

🇸🇻🫶🏻🌋🧢 https://t.co/81i6Sh6sgu",['bitcoin'],Twitter for iPhone,False
Sadtoshi 🕳️🐇,Interwebz ,$Btc They Don’t See It Coming 👀 #Bitcoin #Hodl ≠ not financial advice,2023-02-20 04:29:31,135,624,896,False,2023-03-01 23:47:59,mit kids r dumb #bullish #bitcoin https://t.co/WXaDS5BMfD,"['bullish', 'bitcoin']",Twitter for iPhone,False
Crypto Themis 👸🏼,DiffaZA 김 상 노ELF,Lily Subandi,2023-02-07 21:36:06,0,0,0,False,2023-03-01 23:47:58,#BITCOIN #BTC impulse bar 22529.32 - 22582.54$BTC Bar close 22574.58#Crypto short term volatility detection,"['BITCOIN', 'BTC']",Twitter Web App,False
John M. Drew,"Naples, FL",#Bitcoin HODLer♦Naples Bitcoin + Blockchain Group  ♦ #биткоин для всех!♦ Southwest Florida #BTC community organizer ♦ #ბიტკოინის მაინინგი ⚡ Doer 🎯,2009-01-16 14:30:34,206,349,4604,False,2023-03-01 23:47:57,#Bitcoin Day Naples 2024! Come see what a number 1 city feels like when surrounded by a bunch of bitcoiners! https://t.co/3BNyXO9Z0c,['Bitcoin'],Twitter for Android,False
Maosashi Nekomoto,Atlantica  ,we do it for fun only,2020-01-03 21:57:03,557,1026,926,False,2023-03-01 23:47:55,Breaking: #Bitcoin is pumping again. Is it going to break 25k level?,['Bitcoin'],Twitter for Android,False
Meta_DHack,United States,Professional Recovery Services | •Crypto | •iCloud ID •Instagram | Snapchat | DM 247,2020-09-15 18:12:32,384,381,1230,False,2023-03-01 23:47:43,"Y’all Message me for any account recovery or hacking #CYBER #security #Coinbase #Bitcoin
#BNB","['CYBER', 'security', 'Coinbase', 'Bitcoin', 'BNB']",Twitter for iPhone,False
Wiseguy Futures,"Chicago, IL",Market Mayhem & Mafia Picnics,2023-01-20 22:52:54,7,151,20,False,2023-03-01 23:47:41,"Join Wiseguy Futures Trading Guild - weird: https://t.co/ImvWp88RLf

@WiseguyFutures
#trading #crudeoil #oiltrading #oilprices #oilprice #oilgas #energies  #chicagotrading #investing #futures #forex #bitcoin #crypto #futurestrading #wiseguyfutures #commodities #commoditytrading https://t.co/pudGG5kU0F","['trading', 'crudeoil', 'oiltrading', 'oilprices', 'oilprice', 'oilgas', 'energies', 'chicagotrading', 'investing', 'futures', 'forex', 'bitcoin', 'crypto', 'futurestrading', 'wiseguyfutures', 'commodities', 'commoditytrading']",Twitter for Android,False
Meta_DHack,United States,Professional Recovery Services | •Crypto | •iCloud ID •Instagram | Snapchat | DM 247,2020-09-15 18:12:32,384,381,1230,False,2023-03-01 23:47:32,Y’all Message me for any account recovery or  account hack  #CYBER #security #Coinbase #Bitcoin #BNB #facebook #snapchat #instagram,"['CYBER', 'security', 'Coinbase', 'Bitcoin', 'BNB', 'facebook', 'snapchat', 'instagram']",Twitter for iPhone,False
Bailey Jakob ⚡️,,Bitcoin Oprah // Founder of @MrSatoshiStore & @BitByteDotNews,2018-03-18 05:59:20,723,462,1805,False,2023-03-01 23:47:19,"The power of #Bitcoin Lightning:

⚡️Super fast
⚡️Low fees
⚡️Scalable
⚡️Secure",['Bitcoin'],Twitter for iPhone,False
CryptoClick,"New York, NY",Curated Crypto News - One click away!,2009-07-16 23:29:06,11699,6611,2,False,2023-03-01 23:47:18,🔥 Bump and long❓ Check the post https://t.co/BZAMPdXeyU #bitcoin @tradingview #crypto $btc #btc,"['bitcoin', 'crypto', 'btc']",Make (formerly Integromat),False
ice,him/him cus im him,"more personal account

other account: @soulkingice",2022-12-15 14:05:45,286,228,1579,False,2023-03-01 23:47:07,"@lolnotpoor @Loetto_r ratio
#NFT #Bitcoin          
oh what was that??? sorry i can't hear you, because my metamask trust wallet got lost, the nfts of mine was stolen,  i need a sugar daddy as well and i forgot to say my coinbase account got hacked, note that any assistance is g","['NFT', 'Bitcoin']",Twitter Web App,False
🔴ChicagoWiseGuy,Chicago USA,Market Mayhem & Mafia Picnics,2021-06-15 01:20:34,45,499,601,False,2023-03-01 23:46:59,"Join Wiseguy Futures Trading Guild - weird: https://t.co/fSDEZuXL48

@WiseguyFutures
#trading #crudeoil #oiltrading #oilprices #oilprice #oilgas #energies  #chicagotrading #investing #futures #forex #bitcoin #crypto #futurestrading #wiseguyfutures #commodities #commoditytrading https://t.co/dQuFPAgKqV","['trading', 'crudeoil', 'oiltrading', 'oilprices', 'oilprice', 'oilgas', 'energies', 'chicagotrading', 'investing', 'futures', 'forex', 'bitcoin', 'crypto', 'futurestrading', 'wiseguyfutures', 'commodities', 'commoditytrading']",Twitter for Android,False
Gflings.eth,İstanbul,you already know me #nft,2022-11-08 21:52:16,1066,80,5,False,2023-03-01 23:46:55,Flight Time #fly #NFT #NFTCommunity #nftart #Bitcoin,"['fly', 'NFT', 'NFTCommunity', 'nftart', 'Bitcoin']",Twitter Web App,False
CryptoverseEu,"New York, USA","NFT
 https://t.co/F2XXXLdMN6
Instagram https://t.co/El69dsPd8u",2022-11-09 20:53:25,215,1033,1,False,2023-03-01 23:46:45,"#Bitcoin #Cryptonews #Ethereum #BTC
Binance Tests AI-Infused NFT Platform Bicasso in Limited 10K Mint Run  
https://t.co/d7ylnlUWqI","['Bitcoin', 'Cryptonews', 'Ethereum', 'BTC']",SMAP Lite,False
Moony Baggins,,#Bitcoin - only | Nostr,2020-11-17 19:10:24,519,427,21698,False,2023-03-01 23:46:36,"Global liquidity. After a couple red candles, we’re due for another run if history rhymes. #bitcoin https://t.co/kBpN1EUAb9",['bitcoin'],Twitter for iPhone,False
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,2022-07-11 05:24:30,492,5,0,False,2023-03-01 23:46:34,"#BinanceCoin price update: $BNB

#BNB $302.7 USD

#Bitcoin 0.0128 BTC

#Ethereum 0.182 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,False
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",2022-07-24 04:50:18,576,1,0,False,2023-03-01 23:46:34,"#Ethereum price update: 

#ETH $1663.23 USD
#Bitcoin 0.07033068611353431 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False
Slunj,NOT FINANCIAL ADVICE,"Investor, #bitcoin optimist, wannabe #psytrance DJ.",2019-05-11 21:48:46,1220,1602,1373,False,2023-03-01 23:46:34,"#Bitcoin and #Ethereum are about to break their 2 year downtrends and you're bearish?

You won't know FOMO until you see what happens next.

Pay attention.","['Bitcoin', 'Ethereum']",Twitter Web App,False
offthebooks.crypto,"Bay Area, CA",@BleacherReport @CBSSports @ESPN @FanSided @numberFire @YahooSports /// @Yardbarker🔥 #Bitcoin crypto sports and my random thoughts,2011-07-22 02:56:33,1776,1543,78748,False,2023-03-01 23:46:23,Binance Tests AI-Infused NFT Platform Bicasso in Limited 10K Mint Run #BitcoinCom #bitcoin #crypto https://t.co/a2s04BkGof,"['BitcoinCom', 'bitcoin', 'crypto']",Flux Capacitor 1.21 Gigawatts!?!,False
Trackify | #1 BTC Price Action Bot,Monitoring BTCUSDT...,📈| #1 BTC Price Action Bot 🕒| Notifies every 5 minutes,2023-01-18 02:40:53,119,1,206,False,2023-03-01 23:46:22,"Bitcoin has increased 0.24% in the past 5 minutes!
Started at $23597.49
Ended at $23653.7

#BTC #crypto #bitcoin #cryptocurrency #ethereum #blockchain #eth #currency #xrp #trading #price #exchange #twitter #ltc #binance #finance","['BTC', 'crypto', 'bitcoin', 'cryptocurrency', 'ethereum', 'blockchain', 'eth', 'currency', 'xrp', 'trading', 'price', 'exchange', 'twitter', 'ltc', 'binance', 'finance']",bitcoinpricetracker,False
K A L E O,Worldwide,"""καλέω: to call"" | #Bitcoin | Crypto | Options | Engineer | Do Your Own Research | Not Financial Advice | This is My Journal. ( Co-Founder - @LedgArt_io )",2017-09-08 19:15:10,565075,1032,57742,False,2023-03-01 23:46:20,"#Bitcoin / $BTC

Finally looks like the chart is preparing to continue the send. https://t.co/cfiTProwCt",['Bitcoin'],Twitter Web App,False
Bitcoin Price Ticker,,Tweets the current price of #bitcoin every 5 minutes,2022-10-20 07:10:38,122,9,9,False,2023-03-01 23:46:15,"1₿ = $23639 2.32%📈

Details:
Change: 📈535.19$
24H Low = $23079🔻
24H High = $23884💹

#bitcoin #btc","['bitcoin', 'btc']",BitcoinLivePriceTicker,False
B Didi Taihuttu BALLIN 💥,Born to free,"The #Bitcoin B Family, in BTC since 2013 All-in $BTC Nomad since 2016! HODL, DCA & TRADING. ZOOM OUT!! FLEXIBILITY IS THE NEW STABILITY",2011-11-23 00:42:44,10515,0,0,False,2023-03-01 23:46:06,Bam 💥 This #bitcoin  sign at the #Amsterdam #NoVaccinePassport protest says it all 🚀💥🚀 https://t.co/25V2sA78Sg,"['bitcoin', 'Amsterdam', 'NoVaccinePassport']",Twitter for iPhone,False
crypto_class,,Crypto news,2022-11-15 21:17:35,25,150,386,False,2023-03-01 23:46:03,"What do you like to use #BITCOIN OR #CBDC
?
And why ?","['BITCOIN', 'CBDC']",Twitter for Android,False
Fred Wick,U.S,"Be great today! $ETH / $BTC / $LTC ReplyGuy | This video brings a tear to my eye, every-time: https://t.co/6WTutBL6j8",2019-01-29 06:12:01,656,851,32749,False,2023-03-01 23:45:49,"Here comes #bitcoin slow grinding back up, fishing for FoMo longs. Ponzi gonna Ponzi.",['bitcoin'],Twitter for iPhone,False
CAIR (Pump/Dump),,CAIR is a smart method to find PUMP/DUMP using the latest advanced AI techniques (not investment advice). PUMP-DUMP results https://t.co/9FJGx30Qlr,2021-08-30 18:15:59,5976,1,107,False,2023-03-01 23:45:41,"PUMP : 1-Hour Chart (1x!) (NORMAL)
Coin    : #KSMUSDT
 
Entry   : 37.8
R1        : 38.2 (% 1.0)
R2       : 38.9 (% 2.8)
R3       : 40.5 (% 6.7)
S1        : 36.5 (% -3.4)
 
Time   : 01/03/2023 23:45 (UTC)
Chart  : https://t.co/NqkBK0h9Nu
 
#KSM #Bitcoin $KSM","['KSMUSDT', 'KSM', 'Bitcoin']",BinanceTW,False
JumpLine,,"// NOT FINANCIAL ADVICE //

Created by @0xAphelion",2022-10-02 12:53:56,1809,1,0,False,2023-03-01 23:45:39,"BTCUSDT [15m]: Cross Above VWAP

$BTC #BTC #Bitcoin https://t.co/pP4iFoHm3Y","['BTC', 'Bitcoin']",JumpLineAlerts,False
JumpLine,,"// NOT FINANCIAL ADVICE //

Created by @0xAphelion",2022-10-02 12:53:56,1809,1,0,False,2023-03-01 23:45:39,"BTCUSDT [5m]: Upper Bollinger Band Break

$BTC #BTC #Bitcoin https://t.co/I9L0SjxwYt","['BTC', 'Bitcoin']",JumpLineAlerts,False
JumpLine,,"// NOT FINANCIAL ADVICE //

Created by @0xAphelion",2022-10-02 12:53:56,1809,1,0,False,2023-03-01 23:45:39,"BTCUSDT [5m]: Cross Above VWAP

$BTC #BTC #Bitcoin https://t.co/NNd4vbgIY9","['BTC', 'Bitcoin']",JumpLineAlerts,False
⚡ Mr. Crypto Giants🐋,"Dubai, United Arab Emirates","💥Follow if you want to be in crypto knowledge heaven!!!🔥🤑💸💵

https://t.co/peAB3PEIhx",2020-05-02 14:19:44,763,0,2,False,2023-03-01 23:45:36,"🚨 #XRP Bullish Cross Is Looming, An Easy Path Toward The $2 Mark?
#Bitcoin https://t.co/6dhkBc0M2P","['XRP', 'Bitcoin']",CryptoGiants_,False
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",2022-07-24 04:50:18,576,1,0,False,2023-03-01 23:45:34,"#Ethereum price update: 

#ETH $1662.74 USD
#Bitcoin 0.07038689 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False
Total Crypto Update,USA,"Welcome Cryptopians, Lets dive into todays updates.  
- https://t.co/pJP745MZqY
- https://t.co/WGzOumSnUr",2022-10-14 04:00:31,866,1185,577,False,2023-03-01 23:45:23,Brian Brooks joins #hedera #crypto #bitcoin #viral #short #escapethematr... https://t.co/F8jUnBV2sd via @YouTube,"['hedera', 'crypto', 'bitcoin', 'viral', 'short', 'escapethematr']",Twitter for iPhone,False
Crypto Status | Live,,You can follow the instant status of cryptocurrencies.,2022-06-28 09:13:47,91,3,0,False,2023-03-01 23:45:06,"1️⃣ #Bitcoin live: 23629.6000$ - Change: %0.88 🟢 

1️⃣ #Ethereum live: 1662.3700$ - Change: %1.24 🟢 

Bonus as much as your investment (Coinbase) https://t.co/SbpSs4s0wh 🟢
    
🕑 02:45

#btc #eth #coin #crypto #Etherium
id: 7c8f303a58","['Bitcoin', 'Ethereum', 'btc', 'eth', 'coin', 'crypto', 'Etherium']",Twitter for iPhone,False
Whales Radar,İstanbul,"https://t.co/oZVtGZzi5n

Crypto Whale Radar and Scanner

#Crypto #Bitcoin #Cryptocurrency #RastGele

Whales Radar is brand of @FxCanli",2010-01-03 15:43:57,2779,1,2,False,2023-03-01 23:45:01,"#XECUSDT #XEC 
Signal #2  

Last Signal: 2694 mins ago 
Before: 0.00003509 
After: 0.00003470 🔴(-1.11%) 
Volume Chng: 122,780 USDT (10.04%) 

Daily  
Price Chng: (2.06%)🟢 
Volume: 1,335,932 USDT 

🚀PRO ➡️ https://t.co/1EgdzYf2ot 🐳

#Crypto #Bitcoin #BTC #ETH","['XECUSDT', 'XEC', 'Crypto', 'Bitcoin', 'BTC', 'ETH']",MT4 to Twitter,False
Kevin,"Illinois, USA","#bitcoin is HOPE ⚡️| Gold, 🪙, Fix the money, Fix the world | Crypto minimalist | 🤡 🌎",2018-01-08 03:01:09,881,1252,14344,False,2023-03-01 23:45:01,"Some of the biggest crypto Twitter accounts are some of the biggest liars/scammers. 

#bitcoin",['bitcoin'],Twitter for iPhone,False
エモ太郎,,,2015-04-02 08:03:33,103,42,37,False,2023-03-01 23:44:57,Here's to looking forward to more... surprises! #CryptoDonalt #Altcoins $ETH 2023 is sure going to be a wild ride in the crypto game. Can't wait for (more) pandemonium and chaos. 🤣#Bitcoin$BTC,"['CryptoDonalt', 'Altcoins', 'Bitcoin']",Twitter Web App,False
wadim_nemec,United States,"Web developer 💻 , Crypto Engineer 📊, Investor 🏦Successful built my own school through crypto 🎓🪙 ,Send a DM for knowledge about Crypto🪙📉",2020-05-12 22:40:52,146,676,377,False,2023-03-01 23:44:47,"If you have frozen funds in these plaforms message me now #sgtkcoin #Fastbitra #monvice #monnore $snms #sol .#icerket #mrbicoin #mateycoin #icexax 
#Fastbitra #snms #erv #snmscoin #snmcoin #ervcoin #bitcoin https://t.co/kp2Z71pCz4","['sgtkcoin', 'Fastbitra', 'monvice', 'monnore', 'sol', 'icerket', 'mrbicoin', 'mateycoin', 'icexax', 'Fastbitra', 'snms', 'erv', 'snmscoin', 'snmcoin', 'ervcoin', 'bitcoin']",Twitter for iPhone,False
Cryptoon 10K,Morocco,"Hi everyone and welcome to our modest page.
we give simple advices about best #altcoins to invest in. #btc #eth #shib #sol #doge",2021-09-21 01:06:09,52,540,4,False,2023-03-01 23:44:41,Be careful about what you're asking for! #Bitcoin #altcoins #crypto https://t.co/lR9T9Zn1Yz,"['Bitcoin', 'altcoins', 'crypto']",Twitter for Android,False
